"TimeRun1","Run1","Run2","Run3"
32.750,-0.23,,-0.22
32.800,-0.23,,-0.22
32.850,-0.22,,-0.23
32.900,-0.22,,-0.23
32.950,-0.23,,-0.23
33.000,-0.22,,-0.23
33.050,-0.22,,-0.23
33.100,-0.22,,-0.23
33.150,-0.22,,-0.23
33.200,-0.22,,-0.23
33.250,-0.21,,-0.23
33.300,-0.21,,-0.23
33.350,-0.21,,-0.22
33.400,-0.21,,-0.24
33.450,-0.22,,-0.23
33.500,-0.22,,-0.24
33.550,-0.22,,-0.22
33.600,-0.22,,-0.24
33.650,-0.21,,-0.23
33.700,-0.22,,-0.23
33.750,-0.21,,-0.23
33.800,-0.21,,-0.24
33.850,-0.22,,-0.23
33.900,-0.22,,-0.22
33.950,-0.21,,-0.22
34.000,-0.22,,-0.23
34.050,-0.21,,-0.23
34.100,-0.21,,-0.23
34.150,-0.22,,-0.22
34.200,-0.23,,-0.23
34.250,-0.22,,-0.22
34.300,-0.21,,-0.23
34.350,-0.20,,-0.23
34.400,-0.21,,-0.23
34.450,-0.22,,-0.23
34.500,-0.22,,-0.24
34.550,-0.22,,-0.24
34.600,-0.22,,-0.23
34.650,-0.22,,-0.24
34.700,-0.22,,-0.23
34.750,-0.22,,-0.23
34.800,-0.22,,-0.24
34.850,-0.22,,-0.23
34.900,-0.22,,-0.24
34.950,-0.22,,-0.23
35.000,-0.22,,-0.23
35.050,-0.22,,-0.23
,,,-0.23
,,,-0.23
,,,-0.22
,,,-0.22
,,,-0.24
,,,-0.23
,,,-0.24
,,,-0.23
,,,-0.23
,,,-0.23
,,,-0.23
,,,-0.23
,,,-0.24
,,,-0.23
,,,-0.23
,,,-0.23
,,,-0.23
,,,-0.24
,,,-0.24
,,,-0.24
,,,-0.24
,,,-0.23
,,,-0.23
,,,-0.21
,,,-0.23
,,,-0.22
,,,-0.23
,,,-0.23
,,,-0.24
,,,-0.23
,,,-0.23
,,,-0.23
,,,-0.23
,,,-0.24
,,,-0.23
,,,-0.24
,,,-0.24
,,,-0.23
,,,-0.23
,,,-0.23
,,,-0.24
,,,-0.21
,,,-0.23
,,,-0.23
,,,-0.23
,,,-0.25
,,,-0.24
,,,-0.24
,,,-0.23
,,,-0.22
,,,-0.23
,,,-0.23
,,,-0.23
,,,-0.23
,,,-0.22
,,,-0.23
,,,-0.24
,,,-0.24
,,,-0.23
,,,-0.23
,,,-0.24
,,,-0.23
,,,-0.24
,,,-0.23
,,,-0.23
,,,-0.22
,,,-0.22
,,,-0.22
,,,-0.22
,,,-0.21
